id,date,account,vendor,amount,description
GL-5688,2024-07-15,6800 · Events,Thornleigh Services,4742.72,Venue booking
GL-5689,2024-07-15,6600 · Marketing,Millbrook Group,5605.86,Content production
GL-5690,2024-07-15,6400 · Travel,Lyndon Trade Ltd,2614.92,Client visit travel
GL-5691,2024-07-16,6500 · Professional,Summit Payroll Services,6191.12,Payroll processing fee
GL-5692,2024-07-16,6900 · Miscellaneous,Underbrook Trade Ltd,185.11,Miscellaneous expense
GL-5693,2024-07-16,6600 · Marketing,Kettleworth Logistics,2347.22,Marketing spend
GL-5694,2024-07-16,6900 · Miscellaneous,Hollowbrook & Finch,2220.9,General purchase
GL-5695,2024-07-16,6500 · Professional,Greystone Contractors,5610.83,Advisory fee
GL-5696,2024-07-16,6800 · Events,Ironwood Logistics,1858.29,Event costs
GL-5697,2024-07-16,6600 · Marketing,Mosswell Supply,5706.69,Content production
GL-5698,2024-07-16,6000 · Office,Brackendale Materials,3205.48,Breakroom restock
GL-5699,2024-07-16,6210 · Software,Oakhaven Partners,3672.71,Subscription renewal
GL-5700,2024-07-16,6600 · Marketing,Ironwood Trade Ltd,3698.22,Marketing spend
GL-5701,2024-07-16,6100 · Facilities,Silverlake Logistics,867.84,Building maintenance
GL-5702,2024-07-16,6300 · Contractors,Copperfield Ventures,9486.14,Contractor invoice
GL-5703,2024-07-16,6710 · Equipment,Birchwood & Finch,3262.26,Equipment maintenance
GL-5704,2024-07-16,6900 · Miscellaneous,Eastmoor Distribution,1340.89,Miscellaneous expense
GL-5705,2024-07-16,6800 · Events,Millbrook Co,2076.46,Team event
GL-5706,2024-07-16,6710 · Equipment,Mosswell Partners,4346.25,Equipment maintenance
GL-5707,2024-07-16,6900 · Miscellaneous,Stonebridge Holdings,1943.0,Miscellaneous expense
GL-5708,2024-07-16,6210 · Software,Ironwood Contractors,4072.88,Platform fee
GL-5709,2024-07-16,6000 · Office,Kingswell Distribution,3289.3,General office purchase
GL-5710,2024-07-16,6900 · Miscellaneous,Elmgate Partners,1021.89,General purchase
GL-5711,2024-07-16,6600 · Marketing,Yarrowmere Logistics,6380.75,Content production
GL-5712,2024-07-16,6400 · Travel,Elmgate & Sons,2711.65,Conference travel
GL-5713,2024-07-16,6800 · Events,Eastmoor Advisory,798.3,Venue booking
GL-5714,2024-07-16,6000 · Office,Ferncliff & Sons,1644.12,Office supplies
GL-5715,2024-07-16,6710 · Equipment,Harbor Legal Group,23425.64,Equipment purchase
GL-5716,2024-07-16,6300 · Contractors,Loganberry Facilities,9776.1,Contractor invoice
GL-5717,2024-07-17,6400 · Travel,Pine & Rail Travel,2240.04,Client site travel
GL-5718,2024-07-17,6300 · Contractors,Morrow Studio LLC,9088.91,Brand system work
GL-5719,2024-07-17,6710 · Equipment,Atlas Field Systems,3938.94,Equipment maintenance
GL-5720,2024-07-17,6600 · Marketing,Drift Marketing Co,10757.13,Digital ad spend
GL-5721,2024-07-17,6800 · Events,Union Hall Catering,1198.55,Team lunch
GL-5722,2024-07-17,6500 · Professional,Timberline Trade Ltd,2722.54,Consulting engagement
GL-5723,2024-07-17,6500 · Professional,Norwich Bay Consulting,8863.91,Professional services
GL-5724,2024-07-17,6100 · Facilities,Ivywood Logistics,2256.72,Building maintenance
GL-5725,2024-07-17,6300 · Contractors,Birchwood Supply Co,1500.98,Project support
GL-5726,2024-07-17,6400 · Travel,Ustane & Sons,523.66,Travel expense
GL-5727,2024-07-17,6500 · Professional,Everline Traders,4185.56,Professional services
GL-5728,2024-07-17,6000 · Office,Northfield Logistics,352.04,General office purchase
GL-5729,2024-07-17,6210 · Software,Hollowbrook Co,3321.1,Subscription renewal
GL-5730,2024-07-17,6210 · Software,Foxglen Materials,5700.25,Software license
GL-5731,2024-07-17,6710 · Equipment,Quarryfield Co,5328.0,Equipment purchase
GL-5732,2024-07-17,6800 · Events,Greystone Trade Ltd,3827.24,Venue booking
GL-5733,2024-07-17,6600 · Marketing,Foxglen Co,1630.32,Marketing spend
GL-5734,2024-07-17,6800 · Events,Vinewood Services,1540.38,Venue booking
GL-5735,2024-07-17,6210 · Software,Elmgate & Finch,1711.98,Subscription renewal
GL-5736,2024-07-17,6000 · Office,Birchwood Logistics,1142.49,General office purchase
GL-5737,2024-07-17,6500 · Professional,Cinderpath Co,7236.68,Consulting engagement
GL-5738,2024-07-17,6000 · Office,Copperfield Materials,425.58,General office purchase
GL-5739,2024-07-17,6800 · Events,Foxglen Supply Co,3395.84,Event costs
GL-5740,2024-07-17,6600 · Marketing,Barrow Partners,742.83,Ad campaign
GL-5741,2024-07-17,6710 · Equipment,Yarrowmere Supply Co,3622.06,Hardware
GL-5742,2024-07-17,6600 · Marketing,Juniper Ventures,5255.62,Marketing spend
GL-5743,2024-07-17,6300 · Contractors,Loganberry Facilities,9486.92,Consulting work
GL-5744,2024-07-18,6300 · Contractors,Cloverfield Holdings,4327.9,Consulting work
GL-5745,2024-07-18,6500 · Professional,Silverlake Co,1343.53,Professional services
GL-5746,2024-07-18,6800 · Events,Jasperton Supply Co,1796.18,Event costs
GL-5747,2024-07-18,6800 · Events,Westgate Contractors,3534.61,Event costs
GL-5748,2024-07-18,6210 · Software,Millhaven Supply,2917.17,Subscription renewal
GL-5749,2024-07-18,6600 · Marketing,Longview Advisory,3519.3,Ad campaign
GL-5750,2024-07-18,6600 · Marketing,Greystone Distribution,6752.16,Marketing spend
GL-5751,2024-07-18,6500 · Professional,Jasperton Holdings,5239.07,Advisory fee
GL-5752,2024-07-18,6100 · Facilities,Cinderpath Materials,4589.15,Facilities services
GL-5753,2024-07-18,6600 · Marketing,Jasperton Materials,6681.9,Marketing spend
GL-5754,2024-07-18,6800 · Events,Larkspur Supply Co,2092.72,Team event
GL-5755,2024-07-18,6900 · Miscellaneous,Islewood Services,2806.36,Miscellaneous expense
GL-5756,2024-07-18,6800 · Events,Jasperton Supply Co,3773.88,Event costs
GL-5757,2024-07-18,6400 · Travel,Pemberton Partners,2557.48,Travel expense
GL-5758,2024-07-18,6500 · Professional,Pemberton Solutions,2959.94,Advisory fee
GL-5759,2024-07-18,6600 · Marketing,Foxglen Partners,4679.62,Ad campaign
GL-5760,2024-07-18,6600 · Marketing,Pinehollow Ventures,5544.66,Content production
GL-5761,2024-07-18,6300 · Contractors,Brightline Advisory,9918.05,Contractor invoice
GL-5762,2024-07-19,6000 · Office,Anchor Courier Services,1179.54,Courier / shipping
GL-5763,2024-07-19,6300 · Contractors,Basecamp Staffing,8623.9,Contract staffing
GL-5764,2024-07-19,6210 · Software,Copperfield Partners,3719.56,Platform fee
GL-5765,2024-07-19,6210 · Software,Foxglen Vendors,2414.8,Subscription renewal
GL-5766,2024-07-19,6500 · Professional,Silverlake & Finch,5697.17,Consulting engagement
GL-5767,2024-07-19,6900 · Miscellaneous,Ferncliff & Finch,3054.04,Miscellaneous expense
GL-5768,2024-07-19,6300 · Contractors,Kingswell Group,4289.29,Consulting work
GL-5769,2024-07-19,6800 · Events,Underbrook Group,4752.0,Event costs
GL-5770,2024-07-19,6400 · Travel,Quarryfield Logistics,1987.74,Client visit travel
GL-5771,2024-07-19,6400 · Travel,Greystone & Finch,2091.76,Conference travel
GL-5772,2024-07-19,6210 · Software,Millhaven Partners,4590.7,Platform fee
GL-5773,2024-07-19,6400 · Travel,Parkfield Ventures,1246.96,Client visit travel
GL-5774,2024-07-19,6210 · Software,Pemberton Vendors,4757.0,Software license
GL-5775,2024-07-19,6300 · Contractors,Elmgate Solutions,1959.05,Consulting work
GL-5776,2024-07-19,6500 · Professional,Yarrowmere Co,1126.72,Advisory fee
GL-5777,2024-07-19,6210 · Software,Elmgate Consulting,4718.19,Platform fee
GL-5778,2024-07-19,6000 · Office,Timberline Vendors,1159.91,Office supplies
GL-5779,2024-07-19,6000 · Office,Overhill Trade Ltd,2904.73,Breakroom restock
GL-5780,2024-07-22,6000 · Office,Paper Kite Supply,915.21,Breakroom restock
GL-5781,2024-07-22,6000 · Office,Anchor Courier Services,642.87,Courier / shipping
GL-5782,2024-07-22,6900 · Miscellaneous,Hollowbrook & Finch,577.47,Miscellaneous expense
GL-5783,2024-07-22,6400 · Travel,Ustane Supply,2010.55,Travel expense
GL-5784,2024-07-22,6000 · Office,Oakhaven Services,2166.04,General office purchase
GL-5785,2024-07-22,6100 · Facilities,Everline Services,5492.16,Repairs
GL-5786,2024-07-22,6900 · Miscellaneous,Millhaven Holdings,2826.3,Miscellaneous expense
GL-5787,2024-07-22,6600 · Marketing,Oakhaven Solutions,6967.04,Marketing spend
GL-5788,2024-07-22,6710 · Equipment,Lyndon Group,5009.03,Hardware
GL-5789,2024-07-22,6000 · Office,Yarrowmere Distribution,1063.48,Breakroom restock
GL-5790,2024-07-22,6300 · Contractors,Ferncliff Holdings,4309.9,Project support
GL-5791,2024-07-22,6210 · Software,Eastmoor Solutions,3749.92,Subscription renewal
GL-5792,2024-07-22,6800 · Events,Thornleigh Distribution,4465.68,Venue booking
GL-5793,2024-07-22,6100 · Facilities,Underbrook Ventures,5915.75,Facilities services
GL-5794,2024-07-22,6900 · Miscellaneous,Stonebridge Advisory,3813.03,General purchase
GL-5795,2024-07-22,6800 · Events,Norwich Bay Group,450.56,Venue booking
GL-5796,2024-07-22,6000 · Office,Juniper Group,2780.63,General office purchase
GL-5797,2024-07-23,6300 · Contractors,Morrow Studio LLC,8653.08,Creative retainer
GL-5798,2024-07-23,6500 · Professional,Summit Payroll Services,4809.68,Payroll processing fee
GL-5799,2024-07-23,6100 · Facilities,Foxglen Distribution,2275.4,Building maintenance
GL-5800,2024-07-23,6800 · Events,Heathfield & Sons,2422.75,Venue booking
GL-5801,2024-07-23,6600 · Marketing,Cloverfield Group,5869.9,Ad campaign
GL-5802,2024-07-23,6600 · Marketing,Brackendale Distribution,5562.22,Ad campaign
GL-5803,2024-07-23,6300 · Contractors,Underbrook Logistics,3369.04,Contractor invoice
GL-5804,2024-07-23,6900 · Miscellaneous,Oldbridge Holdings,3817.3,General purchase
GL-5805,2024-07-23,6000 · Office,Rushmere Advisory,258.48,Office supplies
GL-5806,2024-07-23,6100 · Facilities,Larkspur Services,4528.79,Repairs
GL-5807,2024-07-23,6900 · Miscellaneous,Westgate Services,1088.86,General purchase
GL-5808,2024-07-23,6500 · Professional,Millbrook Advisory,1692.62,Advisory fee
GL-5809,2024-07-23,6500 · Professional,Pinehollow Contractors,3879.73,Professional services
GL-5810,2024-07-24,6300 · Contractors,Basecamp Staffing,6513.23,Contract staffing
GL-5811,2024-07-24,6710 · Equipment,Fieldstone Repairs,3347.75,Equipment repair
GL-5812,2024-07-24,6400 · Travel,Northwind Travel Co,2026.27,Travel expense
GL-5813,2024-07-24,6600 · Marketing,Foxglen & Sons,1255.98,Content production
GL-5814,2024-07-24,6600 · Marketing,Ironwood Trade Ltd,2847.29,Content production
GL-5815,2024-07-24,6710 · Equipment,Northfield Supply Co,2117.84,Hardware
GL-5816,2024-07-24,6100 · Facilities,Norwich Bay Materials,4808.42,Facilities services
GL-5817,2024-07-24,6500 · Professional,Greystone Contractors,4903.63,Consulting engagement
GL-5818,2024-07-24,6400 · Travel,Lyndon Traders,1625.66,Travel expense
GL-5819,2024-07-24,6800 · Events,Barrow Consulting,1275.0,Team event
GL-5820,2024-07-24,6100 · Facilities,Copperfield & Sons,4531.73,Facilities services
GL-5821,2024-07-24,6500 · Professional,Copperfield Trade Ltd,4876.49,Professional services
GL-5822,2024-07-24,6210 · Software,Gladewell Services,3832.34,Software license
GL-5823,2024-07-24,6300 · Contractors,Copperfield Supply Co,8911.46,Consulting work
GL-5824,2024-07-24,6210 · Software,Everline Distribution,1997.86,Subscription renewal
GL-5825,2024-07-24,6400 · Travel,Foxglen Supply,2216.14,Travel expense
GL-5826,2024-07-24,6900 · Miscellaneous,Eastmoor Distribution,574.23,Miscellaneous expense
GL-5827,2024-07-24,6600 · Marketing,Nightingale Holdings,4950.77,Ad campaign
GL-5828,2024-07-24,6100 · Facilities,Hartmoor Holdings,911.27,Repairs
GL-5829,2024-07-24,6210 · Software,Parkfield Trade Ltd,3156.79,Subscription renewal
GL-5830,2024-07-24,6000 · Office,Rushmere Co,356.73,General office purchase
GL-5831,2024-07-24,6100 · Facilities,Everline Ventures,4504.9,Repairs
GL-5832,2024-07-24,6900 · Miscellaneous,Northfield Services,834.43,Miscellaneous expense
GL-5833,2024-07-25,6210 · Software,Cedar Cloud Tools,4164.53,Software subscription
GL-5834,2024-07-25,6900 · Miscellaneous,Vinewood Advisory,3429.07,Miscellaneous expense
GL-5835,2024-07-25,6710 · Equipment,Nightingale Co,654.49,Hardware
GL-5836,2024-07-25,6600 · Marketing,Heathfield Supply,6740.23,Ad campaign
GL-5837,2024-07-25,6900 · Miscellaneous,Stonebridge Solutions,1147.44,Miscellaneous expense
GL-5838,2024-07-25,6710 · Equipment,Hartmoor Contractors,3566.48,Hardware
GL-5839,2024-07-25,6600 · Marketing,Pemberton & Finch,6130.78,Marketing spend
GL-5840,2024-07-25,6210 · Software,Brackendale Ventures,3480.48,Platform fee
GL-5841,2024-07-25,6710 · Equipment,Pinehollow Traders,3893.25,Hardware
GL-5842,2024-07-25,6900 · Miscellaneous,Islewood Services,1317.48,Miscellaneous expense
GL-5843,2024-07-25,6900 · Miscellaneous,Westgate Services,203.76,General purchase
GL-5844,2024-07-25,6400 · Travel,Nightingale Supply Co,187.07,Conference travel
GL-5845,2024-07-25,6400 · Travel,Stonebridge Distribution,1918.97,Conference travel
GL-5846,2024-07-25,6000 · Office,Gladewell Partners,3180.42,Office supplies
GL-5847,2024-07-25,6800 · Events,Timberline Materials,2832.32,Venue booking
GL-5848,2024-07-25,6100 · Facilities,Oakhaven Trade Ltd,1853.55,Repairs
GL-5849,2024-07-25,6000 · Office,Dunmore Holdings,375.77,General office purchase
GL-5850,2024-07-25,6300 · Contractors,Millbrook Materials,1549.76,Contractor invoice
GL-5851,2024-07-25,6400 · Travel,Lyndon Vendors,293.61,Client visit travel
GL-5852,2024-07-25,6710 · Equipment,Kettleworth Contractors,3664.04,Equipment purchase
GL-5853,2024-07-25,6500 · Professional,Cloverfield Advisory,1960.12,Consulting engagement
GL-5854,2024-07-25,6100 · Facilities,Rushmere Contractors,3806.16,Building maintenance
GL-5855,2024-07-25,6210 · Software,Ivywood Solutions,5267.97,Subscription renewal
GL-5856,2024-07-25,6100 · Facilities,Ivywood Logistics,1482.42,Facilities services
GL-5857,2024-07-26,6000 · Office,Anchor Courier Services,882.29,Courier / shipping
GL-5858,2024-07-26,6300 · Contractors,Basecamp Staffing,3261.12,Contract staffing
GL-5859,2024-07-26,6710 · Equipment,Overhill & Finch,4140.66,Equipment maintenance
GL-5860,2024-07-26,6900 · Miscellaneous,Oldbridge Co,2888.92,Miscellaneous expense
GL-5861,2024-07-26,6500 · Professional,Copperfield Consulting,4368.08,Consulting engagement
GL-5862,2024-07-26,6100 · Facilities,Oakhaven Consulting,2977.0,Facilities services
GL-5863,2024-07-26,6210 · Software,Eastmoor Supply,968.2,Platform fee
GL-5864,2024-07-26,6710 · Equipment,Quarryfield Co,1408.34,Equipment purchase
GL-5865,2024-07-26,6600 · Marketing,Stonebridge Trade Ltd,4833.27,Marketing spend
GL-5866,2024-07-26,6400 · Travel,Ironwood Traders,2652.26,Client visit travel
GL-5867,2024-07-26,6600 · Marketing,Silverlake Supply,4291.47,Marketing spend
GL-5868,2024-07-26,6300 · Contractors,Parkfield Logistics,4265.75,Consulting work
GL-5869,2024-07-26,6800 · Events,Heathfield Group,3559.85,Team event
GL-5870,2024-07-26,6800 · Events,Fairhaven Contractors,483.73,Event costs
GL-5871,2024-07-26,6300 · Contractors,Islewood Partners,3156.22,Contractor invoice
GL-5872,2024-07-26,6210 · Software,Copperfield & Finch,4115.7,Platform fee
GL-5873,2024-07-26,6900 · Miscellaneous,Oldbridge Holdings,542.91,General purchase
GL-5874,2024-07-26,6900 · Miscellaneous,Deerpath Group,3274.9,Miscellaneous expense
GL-5875,2024-07-28,6500 · Professional,Summit Payroll Services,6560.64,Professional services
GL-5876,2024-07-29,6900 · Miscellaneous,Trailhead Print & Sign,1036.67,Signage
GL-5877,2024-07-29,6800 · Events,Mosswell & Sons,2698.26,Event costs
GL-5878,2024-07-29,6500 · Professional,Ivywood Vendors,5751.83,Consulting engagement
GL-5879,2024-07-29,6000 · Office,Thornleigh Advisory,2358.18,Breakroom restock
GL-5880,2024-07-29,6800 · Events,Grovemont Supply Co,2524.53,Event costs
GL-5881,2024-07-29,6210 · Software,Cinderpath Solutions,2604.57,Subscription renewal
GL-5882,2024-07-29,6500 · Professional,Everline Supply,1119.3,Professional services
GL-5883,2024-07-29,6600 · Marketing,Nightingale Supply,1676.79,Ad campaign
GL-5884,2024-07-29,6100 · Facilities,Birchwood Materials,4792.9,Building maintenance
GL-5885,2024-07-29,6300 · Contractors,Thornleigh Consulting,6403.96,Consulting work
GL-5886,2024-07-29,6100 · Facilities,Rushmere Contractors,5194.55,Facilities services
GL-5887,2024-07-29,6600 · Marketing,Copperfield Co,4100.75,Ad campaign
GL-5888,2024-07-29,6210 · Software,Longview Materials,1451.27,Software license
GL-5889,2024-07-29,6300 · Contractors,Cinderpath Group,4671.44,Contractor invoice
GL-5890,2024-07-29,6710 · Equipment,Driftwood Vendors,1671.22,Hardware
GL-5891,2024-07-29,6000 · Office,Gladewell Partners,1456.04,General office purchase
GL-5892,2024-07-29,6500 · Professional,Greystone Ventures,4575.18,Consulting engagement
GL-5893,2024-07-29,6300 · Contractors,Parkfield Logistics,1759.77,Contractor invoice
GL-5894,2024-07-29,6600 · Marketing,Cinderpath Consulting,2220.88,Marketing spend
GL-5895,2024-07-29,6210 · Software,Parkfield Supply Co,4103.2,Software license
GL-5896,2024-07-29,6000 · Office,Underbrook Holdings,329.35,Breakroom restock
GL-5897,2024-07-30,6000 · Office,Anchor Courier Services,388.86,Courier / shipping
GL-5898,2024-07-30,6500 · Professional,Rushmere Consulting,1719.51,Advisory fee
GL-5899,2024-07-30,6800 · Events,Fairhaven & Finch,4214.74,Team event
GL-5900,2024-07-30,6800 · Events,Mosswell & Sons,1743.36,Team event
GL-5901,2024-07-30,6500 · Professional,Ashford Consulting,8100.04,Professional services
GL-5902,2024-07-30,6710 · Equipment,Everline Contractors,4694.27,Equipment purchase
GL-5903,2024-07-30,6600 · Marketing,Lyndon & Sons,2469.6,Ad campaign
GL-5904,2024-07-30,6600 · Marketing,Dunmore Supply,1443.68,Ad campaign
GL-5905,2024-07-30,6900 · Miscellaneous,Fairhaven Services,2706.71,Miscellaneous expense
GL-5906,2024-07-30,6210 · Software,Rushmere Services,2716.59,Platform fee
GL-5907,2024-07-30,6710 · Equipment,Nightingale Vendors,2494.6,Equipment maintenance
GL-5908,2024-07-30,6300 · Contractors,Quarryfield Services,10124.05,Consulting work
GL-5909,2024-07-30,6710 · Equipment,Kettleworth & Finch,4087.62,Equipment purchase
GL-5910,2024-07-30,6600 · Marketing,Vinewood & Finch,5218.93,Content production
GL-5911,2024-07-30,6100 · Facilities,Ironwood Holdings,1064.11,Building maintenance
GL-5912,2024-07-30,6600 · Marketing,Overhill Contractors,1651.08,Marketing spend
GL-5913,2024-07-30,6800 · Events,Vinewood Services,1192.84,Team event
GL-5914,2024-07-30,6400 · Travel,Elmgate Ventures,1327.94,Client visit travel
GL-5915,2024-07-30,6210 · Software,Jasperton & Sons,5325.14,Platform fee
GL-5916,2024-07-31,6400 · Travel,Pine & Rail Travel,2740.84,Team travel
GL-5917,2024-07-31,6210 · Software,Cascade IT Partners,5119.46,Network maintenance
GL-5918,2024-07-31,6000 · Office,Anchor Courier Services,1053.17,Courier / shipping
GL-5919,2024-07-31,6100 · Facilities,Kingswell Holdings,555.77,Facilities services
GL-5920,2024-07-31,6100 · Facilities,Millhaven Solutions,5022.32,Repairs
GL-5921,2024-07-31,6900 · Miscellaneous,Eastmoor Partners,538.52,General purchase
GL-5922,2024-07-31,6000 · Office,Oldbridge Ventures,945.38,General office purchase
GL-5923,2024-07-31,6210 · Software,Oldbridge Materials,3366.79,Software license
GL-5924,2024-07-31,6300 · Contractors,Ashcombe Holdings,5761.87,Contractor invoice
GL-5925,2024-07-31,6400 · Travel,Underbrook Partners,1863.45,Conference travel
GL-5926,2024-07-31,6100 · Facilities,Silverlake Logistics,2579.66,Repairs
GL-5927,2024-07-31,6710 · Equipment,Everline Co,2381.8,Equipment purchase
GL-5928,2024-07-31,6000 · Office,Gladewell Partners,2224.5,General office purchase
GL-5929,2024-07-31,6100 · Facilities,Northfield Co,4330.51,Building maintenance
GL-5930,2024-07-31,6400 · Travel,Oldbridge Vendors,2079.0,Travel expense
GL-5931,2024-07-31,6100 · Facilities,Foxglen Distribution,3213.11,Facilities services
GL-5932,2024-07-31,6400 · Travel,Kettleworth Traders,2518.12,Travel expense
GL-5933,2024-07-31,6500 · Professional,Dunmore Traders,5446.65,Consulting engagement
GL-5934,2024-07-31,6000 · Office,Valeworth & Sons,2863.13,Breakroom restock
GL-5935,2024-07-31,6400 · Travel,Nightingale Supply Co,2252.64,Travel expense
GL-5936,2024-07-31,6000 · Office,Norwich Bay Supply Co,3120.09,General office purchase
GL-5937,2024-07-31,6710 · Equipment,Underbrook Services,1485.44,Equipment purchase
GL-5938,2024-07-31,6710 · Equipment,Westgate Distribution,2590.11,Equipment purchase
GL-5939,2024-07-31,6000 · Office,Oldbridge Distribution,2940.31,General office purchase
GL-5940,2024-07-31,6300 · Contractors,Fairhaven Supply Co,3486.1,Project support
GL-5941,2024-07-31,6900 · Miscellaneous,Timberline Holdings,2349.98,Miscellaneous expense
GL-5942,2024-08-01,6000 · Office,Paper Kite Supply,3933.85,Office supplies
GL-5943,2024-08-01,6710 · Equipment,Foothill Rentals,5497.81,Equipment purchase
GL-5944,2024-08-01,6600 · Marketing,Ashcombe Materials,3742.68,Content production
GL-5945,2024-08-01,6300 · Contractors,Copperfield Vendors,10264.84,Consulting work
GL-5946,2024-08-01,6600 · Marketing,Brackendale Distribution,4764.18,Ad campaign
GL-5947,2024-08-01,6000 · Office,Thornleigh Advisory,304.66,General office purchase
GL-5948,2024-08-01,6100 · Facilities,Parkfield Traders,5351.64,Facilities services
GL-5949,2024-08-01,6000 · Office,Parkfield Contractors,1725.12,General office purchase
GL-5950,2024-08-01,6710 · Equipment,Oakhaven Logistics,3735.81,Equipment purchase
GL-5951,2024-08-01,6600 · Marketing,Ashcombe Materials,5710.88,Ad campaign
GL-5952,2024-08-01,6100 · Facilities,Longview Ventures,5161.87,Building maintenance
GL-5953,2024-08-01,6600 · Marketing,Millbrook Supply Co,1990.83,Content production
GL-5954,2024-08-01,6500 · Professional,Grovemont Consulting,802.9,Advisory fee
GL-5955,2024-08-01,6300 · Contractors,Ashcombe Holdings,11274.96,Project support
GL-5956,2024-08-01,6800 · Events,Pinehollow Trade Ltd,4604.75,Venue booking
GL-5957,2024-08-01,6210 · Software,Birchwood Traders,6481.6,Subscription renewal
GL-5958,2024-08-01,6100 · Facilities,Vinewood Supply Co,4362.8,Repairs
GL-5959,2024-08-01,6710 · Equipment,Ashcroft Holdings,5032.2,Equipment purchase
GL-5960,2024-08-01,6100 · Facilities,Silverlake Contractors,3657.48,Repairs
GL-5961,2024-08-01,6600 · Marketing,Brackendale & Finch,2730.6,Ad campaign
GL-5962,2024-08-01,6600 · Marketing,Foxglen Trade Ltd,2619.52,Marketing spend
GL-5963,2024-08-02,6000 · Office,Paper Kite Supply,2685.54,Breakroom restock
GL-5964,2024-08-02,6000 · Office,Anchor Courier Services,164.86,Courier / shipping
GL-5965,2024-08-02,6600 · Marketing,Copperfield Traders,4560.93,Ad campaign
GL-5966,2024-08-02,6600 · Marketing,Copperfield Solutions,2035.87,Ad campaign
GL-5967,2024-08-02,6100 · Facilities,Grovemont Advisory,2823.91,Facilities services
GL-5968,2024-08-02,6400 · Travel,Elmgate Supply,2387.23,Travel expense
GL-5969,2024-08-02,6000 · Office,Underbrook Holdings,2785.22,General office purchase
GL-5970,2024-08-02,6900 · Miscellaneous,Cinderpath Trade Ltd,1415.21,General purchase
GL-5971,2024-08-02,6800 · Events,Larkspur Trade Ltd,4705.95,Event costs
GL-5972,2024-08-02,6400 · Travel,Kingsmere Group,2288.53,Client visit travel
GL-5973,2024-08-02,6800 · Events,Mosswell Holdings,2983.71,Event costs
GL-5974,2024-08-02,6300 · Contractors,Islewood Contractors,6071.71,Consulting work
GL-5975,2024-08-02,6600 · Marketing,Quarryfield Advisory,3754.2,Content production
GL-5976,2024-08-02,6300 · Contractors,Rushmere Distribution,5380.74,Project support
GL-5977,2024-08-02,6100 · Facilities,Northfield Co,2010.7,Building maintenance
GL-5978,2024-08-02,6210 · Software,Millbrook Traders,5115.22,Software license
GL-5979,2024-08-02,6300 · Contractors,Valeworth & Finch,8714.42,Project support
GL-5980,2024-08-02,6400 · Travel,Kingswell Trade Ltd,750.78,Conference travel
GL-5981,2024-08-02,6900 · Miscellaneous,Underbrook Distribution,213.31,General purchase
GL-5982,2024-08-04,6400 · Travel,Pine & Rail Travel,1521.1,Client visit travel
GL-5983,2024-08-05,6300 · Contractors,Brightline Advisory,6942.96,Advisory retainer
GL-5984,2024-08-05,6400 · Travel,Cinderpath Contractors,1025.91,Conference travel
GL-5985,2024-08-05,6800 · Events,Fairhaven Contractors,4306.63,Venue booking
GL-5986,2024-08-05,6600 · Marketing,Longview Advisory,5936.11,Content production
GL-5987,2024-08-05,6800 · Events,Cinderpath Holdings,2297.41,Team event
GL-5988,2024-08-05,6210 · Software,Kingswell Traders,4294.35,Subscription renewal
GL-5989,2024-08-05,6100 · Facilities,Norwich Bay Solutions,4033.93,Facilities services
GL-5990,2024-08-05,6900 · Miscellaneous,Driftwood Supply,3765.33,General purchase
GL-5991,2024-08-05,6900 · Miscellaneous,Cloverfield Ventures,3244.99,General purchase
GL-5992,2024-08-05,6300 · Contractors,Mosswell Solutions,2479.04,Contractor invoice
GL-5993,2024-08-05,6710 · Equipment,Nightingale Partners,2476.43,Equipment maintenance
GL-5994,2024-08-05,6900 · Miscellaneous,Northfield Services,3838.32,Miscellaneous expense
GL-5995,2024-08-05,6900 · Miscellaneous,Overhill Group,1520.21,Miscellaneous expense
GL-5996,2024-08-05,6900 · Miscellaneous,Ferncliff Trade Ltd,1248.61,General purchase
GL-5997,2024-08-05,6500 · Professional,Cinderpath Co,8372.51,Professional services
GL-5998,2024-08-05,6710 · Equipment,Fairhaven & Sons,1016.31,Equipment maintenance
GL-5999,2024-08-06,6900 · Miscellaneous,Trailhead Print & Sign,2607.06,Branded materials
GL-6000,2024-08-06,6900 · Miscellaneous,Trailhead Print & Sign,1142.48,Signage
GL-6001,2024-08-06,6000 · Office,Anchor Courier Services,747.06,Courier / shipping
GL-6002,2024-08-06,6100 · Facilities,Kettleworth Distribution,2747.27,Repairs
GL-6003,2024-08-06,6000 · Office,Ironwood Distribution,189.58,General office purchase
GL-6004,2024-08-06,6900 · Miscellaneous,Quarryfield Trade Ltd,2807.18,Miscellaneous expense
GL-6005,2024-08-06,6210 · Software,Lyndon Supply,1799.37,Subscription renewal
GL-6006,2024-08-06,6900 · Miscellaneous,Timberline Services,1715.08,General purchase
GL-6007,2024-08-06,6800 · Events,Heathfield Supply Co,1201.68,Venue booking
GL-6008,2024-08-06,6000 · Office,Millhaven Trade Ltd,1031.43,Breakroom restock
GL-6009,2024-08-06,6500 · Professional,Dunmore & Sons,3811.65,Advisory fee
GL-6010,2024-08-06,6210 · Software,Oldbridge & Finch,2120.65,Platform fee
GL-6011,2024-08-06,6210 · Software,Copperfield Partners,3950.73,Subscription renewal
GL-6012,2024-08-06,6210 · Software,Mosswell Co,1309.02,Platform fee
GL-6013,2024-08-06,6900 · Miscellaneous,Timberline Services,2597.2,Miscellaneous expense
